"text", "translation"
"親愛度ランクを500回上げよう","Raise the friendship rank of a horse girl 500 times"
"親愛度ランクを550回上げよう","Raise the friendship rank of a horse girl 550 times"
"親愛度ランクを600回上げよう","Raise the friendship rank of a horse girl 600 times"
"親愛度ランクを650回上げよう","Raise the friendship rank of a horse girl 650 times"
"親愛度ランクを700回上げよう","Raise the friendship rank of a horse girl 700 times"
"親愛度ランクを750回上げよう","Raise the friendship rank of a horse girl 750 times"
"親愛度ランクを800回上げよう","Raise the friendship rank of a horse girl 800 times"
"親愛度ランクを850回上げよう","Raise the friendship rank of a horse girl 850 times"
"親愛度ランクを900回上げよう","Raise the friendship rank of a horse girl 900 times"
"親愛度ランクを950回上げよう","Raise the friendship rank of a horse girl 950 times"
"親愛度ランクを1000回上げよう","Raise the friendship rank of a horse girl 1000 times"
"1人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 1 horse girl"
"2人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 2 horse girls"
"3人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 3 horse girls"
"4人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 4 horse girls"
"5人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 5 horse girls"
"6人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 6 horse girls"
"7人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 7 horse girls"
"8人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 8 horse girls"
"9人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 9 horse girls"
"10人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 10 horse girls"
"15人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 15 horse girls"
"20人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 20 horse girls"
"25人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 25 horse girls"
"30人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 30 horse girls"
"35人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 35 horse girls"
"40人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 40 horse girls"
"45人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 45 horse girls"
"50人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 50 horse girls"
"55人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 55 horse girls"
"60人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 60 horse girls"
"65人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 65 horse girls"
"70人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 70 horse girls"
"75人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 75 horse girls"
"80人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 80 horse girls"
"85人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 85 horse girls"
"90人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 90 horse girls"
"95人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 95 horse girls"
"100人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 100 horse girls"
"110人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 110 horse girls"
"120人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 120 horse girls"
"130人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 130 horse girls"
"140人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 140 horse girls"
"150人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 150 horse girls"
"160人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 160 horse girls"
"170人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 170 horse girls"
"180人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 180 horse girls"
"190人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 190 horse girls"
"200人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 200 horse girls"
"サポートカードを\n10種類獲得しよう","Get 10 support cards"
"サポートカードを\n15種類獲得しよう","Get 15 support cards"
"サポートカードを\n20種類獲得しよう","Get 20 support cards"
"サポートカードを\n25種類獲得しよう","Get 25 support cards"
"サポートカードを\n30種類獲得しよう","Get 30 support cards"
"サポートカードを\n35種類獲得しよう","Get 35 support cards"
"サポートカードを\n40種類獲得しよう","Get 40 support cards"
"サポートカードを\n45種類獲得しよう","Get 45 support cards"
"サポートカードを\n50種類獲得しよう","Get 50 support cards"
"サポートカードを\n55種類獲得しよう","Get 55 support cards"
"サポートカードを\n60種類獲得しよう","Get 60 support cards"
"サポートカードを\n65種類獲得しよう","Get 65 support cards"
"サポートカードを\n70種類獲得しよう","Get 70 support cards"
"サポートカードを\n75種類獲得しよう","Get 75 support cards"
"サポートカードを\n80種類獲得しよう","Get 80 support cards"
"サポートカードを\n85種類獲得しよう","Get 85 support cards"
"サポートカードを\n90種類獲得しよう","Get 90 support cards"
"サポートカードを\n95種類獲得しよう","Get 95 support cards"
"サポートカードを\n100種類獲得しよう","Get 100 support cards"
"サポートカードを\n105種類獲得しよう","Get 105 support cards"
"サポートカードを\n110種類獲得しよう","Get 110 support cards"
"サポートカードを\n115種類獲得しよう","Get 115 support cards"
"サポートカードを\n120種類獲得しよう","Get 120 support cards"
"サポートカードを\n125種類獲得しよう","Get 125 support cards"
"サポートカードを\n130種類獲得しよう","Get 130 support cards"
"サポートカードを\n135種類獲得しよう","Get 135 support cards"
"サポートカードを\n140種類獲得しよう","Get 140 support cards"
"サポートカードを\n145種類獲得しよう","Get 145 support cards"
"サポートカードを\n150種類獲得しよう","Get 150 support cards"
"サポートカードを\n155種類獲得しよう","Get 155 support cards"
"サポートカードを\n160種類獲得しよう","Get 160 support cards"
"サポートカードを\n165種類獲得しよう","Get 165 support cards"
"サポートカードを\n170種類獲得しよう","Get 170 support cards"
"サポートカードを\n175種類獲得しよう","Get 175 support cards"
"サポートカードを\n180種類獲得しよう","Get 180 support cards"
"サポートカードを\n185種類獲得しよう","Get 185 support cards"
"サポートカードを\n190種類獲得しよう","Get 190 support cards"
"サポートカードを\n195種類獲得しよう","Get 195 support cards"
"サポートカードを\n200種類獲得しよう","Get 200 support cards"
"サポートカードを\n205種類獲得しよう","Get 205 support cards"
"サポートカードを\n210種類獲得しよう","Get 210 support cards"
"サポートカードを\n215種類獲得しよう","Get 215 support cards"
"サポートカードを\n220種類獲得しよう","Get 220 support cards"
"サポートカードを\n225種類獲得しよう","Get 225 support cards"
"サポートカードを\n230種類獲得しよう","Get 230 support cards"
"サポートカードを\n235種類獲得しよう","Get 235 support cards"
"サポートカードを\n240種類獲得しよう","Get 240 support cards"
"サポートカードを\n245種類獲得しよう","Get 245 support cards"
"サポートカードを\n250種類獲得しよう","Get 250 support cards"
"サポートカードを\n255種類獲得しよう","Get 255 support cards"
"サポートカードを\n260種類獲得しよう","Get 260 support cards"
"サポートカードを\n265種類獲得しよう","Get 265 support cards"
"サポートカードを\n270種類獲得しよう","Get 270 support cards"
"サポートカードを\n275種類獲得しよう","Get 275 support cards"
"サポートカードを\n280種類獲得しよう","Get 280 support cards"
"サポートカードを\n285種類獲得しよう","Get 285 support cards"
"サポートカードを\n290種類獲得しよう","Get 290 support cards"
"サポートカードを\n295種類獲得しよう","Get 295 support cards"
"サポートカードを\n300種類獲得しよう","Get 300 support cards"
"ウマ娘を\n5人獲得しよう","Get 5 horse girls"
"ウマ娘を\n10人獲得しよう","Get 10 horse girls"
"ウマ娘を\n15人獲得しよう","Get 15 horse girls"
"ウマ娘を\n20人獲得しよう","Get 20 horse girls"
"ウマ娘を\n25人獲得しよう","Get 25 horse girls"
"ウマ娘を\n30人獲得しよう","Get 30 horse girls"
"ウマ娘を\n35人獲得しよう","Get 35 horse girls"
"ウマ娘を\n40人獲得しよう","Get 40 horse girls"
"ウマ娘を\n45人獲得しよう","Get 45 horse girls"
"ウマ娘を\n50人獲得しよう","Get 50 horse girls"
"ウマ娘を\n55人獲得しよう","Get 55 horse girls"
"ウマ娘を\n60人獲得しよう","Get 60 horse girls"
"ウマ娘を\n65人獲得しよう","Get 65 horse girls"
"ウマ娘を\n70人獲得しよう","Get 70 horse girls"
"ウマ娘を\n75人獲得しよう","Get 75 horse girls"
"ウマ娘を\n80人獲得しよう","Get 80 horse girls"
"ウマ娘を\n85人獲得しよう","Get 85 horse girls"
"ウマ娘を\n90人獲得しよう","Get 90 horse girls"
"ウマ娘を\n95人獲得しよう","Get 95 horse girls"
"ウマ娘を\n100人獲得しよう","Get 100 horse girls"
"ウマ娘を\n105人獲得しよう","Get 105 horse girls"
"ウマ娘を\n110人獲得しよう","Get 110 horse girls"
"ウマ娘を\n115人獲得しよう","Get 115 horse girls"
"ウマ娘を\n120人獲得しよう","Get 120 horse girls"
"ウマ娘を\n125人獲得しよう","Get 125 horse girls"
"ウマ娘を\n130人獲得しよう","Get 130 horse girls"
"ウマ娘を\n135人獲得しよう","Get 135 horse girls"
"ウマ娘を\n140人獲得しよう","Get 140 horse girls"
"ウマ娘を\n145人獲得しよう","Get 145 horse girls"
"ウマ娘を\n150人獲得しよう","Get 150 horse girls"
"ウマ娘を\n155人獲得しよう","Get 155 horse girls"
"ウマ娘を\n160人獲得しよう","Get 160 horse girls"
"ウマ娘を\n165人獲得しよう","Get 165 horse girls"
"ウマ娘を\n170人獲得しよう","Get 170 horse girls"
"ウマ娘を\n175人獲得しよう","Get 175 horse girls"
"ウマ娘を\n180人獲得しよう","Get 180 horse girls"
"ウマ娘を\n185人獲得しよう","Get 185 horse girls"
"ウマ娘を\n190人獲得しよう","Get 190 horse girls"
"ウマ娘を\n195人獲得しよう","Get 195 horse girls"
"ウマ娘を\n200人獲得しよう","Get 200 horse girls"
"スペシャルウィークの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Special Week"
"サイレンススズカの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Silence Suzuka"
"トウカイテイオーの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Tokai Teio"
"マルゼンスキーの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Maruzensky"
"オグリキャップの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Oguri Cap"
"ゴールドシップの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Gold Ship"
"ウオッカの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Vodka"
"ダイワスカーレットの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Daiwa Scarlet"
"タイキシャトルの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Taiki Shuttle"
"グラスワンダーの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Grass Wonder"
"メジロマックイーンの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Mejiro McQueen"
"エルコンドルパサーの\n親愛度ランクを1にしよう","Reach friendship rank 1 with El Condor Pasa"
"テイエムオペラオーの\n親愛度ランクを1にしよう","Reach friendship rank 1 with T.M. Opera O"
"シンボリルドルフの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Symboli Rudolf"
"エアグルーヴの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Air Groove"
"マヤノトップガンの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Mayano Top Gun"
"メジロライアンの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Mejiro Ryan"
"ライスシャワーの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Rice Shower"
"アグネスタキオンの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Agnes Tachyon"
"ウイニングチケットの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Winning Ticket"
"サクラバクシンオーの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Sakura Bakushin O"
"スーパークリークの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Super Creek"
"ハルウララの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Haru Urara"
"マチカネフクキタルの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Machikanefukukita"
"ナイスネイチャの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Nice Nature"
"キングヘイローの\n親愛度ランクを1にしよう","Reach friendship rank 1 with King Halo"
"ミホノブルボンの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Mihono Bourbon"
"ビワハヤヒデの\n親愛度ランクを1にしよう","Reach friendship rank 1 with Biwa Hayahide"
"チームランク[D]に\n到達させよう","Reach team rank D"
"チームランク[B]に\n到達させよう","Reach team rank B"
"チームランク[A]に\n到達させよう","Reach team rank A"
"チームランク[S]に\n到達させよう","Reach team rank S"
"チームランク[SS]に\n到達させよう","Reach team rank SS"
"育成ランク[S]以上の\n育成ウマ娘を10回育成しよう","Train a horse girl to rank S 10 times"
"育成ランク[S]以上の\n育成ウマ娘を50回育成しよう","Train a horse girl to rank S 50 times"
"育成ランク[S]以上の\n育成ウマ娘を200回育成しよう","Train a horse girl to rank S 200 times"
"育成ランク[S]以上の\n育成ウマ娘を500回育成しよう","Train a horse girl to rank S 500 times"
"GⅠのレースを100勝しよう","Win 100 GI races"
"GⅠのレースを500勝しよう","Win 500 GI races"
"GⅠのレースを1000勝しよう","Win 1000 GI races"
"GⅠのレースを2000勝しよう","Win 2000 GI races"
"GⅢのトロフィーを\n69個あつめよう","Collect all 69 GIII trophies"
"GⅡのトロフィーを\n36個あつめよう","Collect all 36 GII trophies"
"GⅠのトロフィーを\n30個あつめよう","Collect all 30 GI trophies"
"育成で八大競走を\n全て勝利しよう","Win all eight major races in training"
"育成で札幌レース場のレースを\n200勝しよう","Win races on the Sapporo Racetrack 200 times"
"育成で函館レース場のレースを\n200勝しよう","Win races on the Hakodate Racetrack 200 times"
"育成で新潟レース場のレースを\n200勝しよう","Win races on the Niigata Racetrack 200 times"
"育成で福島レース場のレースを\n200勝しよう","Win races on the Fukushima Racetrack 200 times"
"育成で中山レース場のレースを\n200勝しよう","Win races on the Nakayama Racetrack 200 times"
"育成で東京レース場のレースを\n200勝しよう","Win races on the Tokyo Racetrack 200 times"
"育成で中京レース場のレースを\n200勝しよう","Win races on the Chukyo Racetrack 200 times"
"育成で京都レース場のレースを\n200勝しよう","Win races on the Kyoto Racetrack 200 times"
"育成で阪神レース場のレースを\n200勝しよう","Win races on the Hanshin Racetrack 200 times"
"育成で小倉レース場のレースを\n200勝しよう","Win races on the Kokura Racetrack 200 times"
"育成で育成目標を\n1000回クリアしよう","Clear the training goal 1000 times in training"
"育成で良いコンディションを\n100回発生させよう","Obtain a good condition 100 times in training"
"デイリーレースで\n100勝しよう","Win 100 daily races"
"レジェンドレースで1勝しよう","Win 1 legendary race"
"レジェンドレースで\n100勝しよう","Win 100 legendary races"
"チーム競技場で\nCLASS 6に到達しよう","Reach Class 6 at the team stadium"
"チーム競技場でウイニング報酬を\n100回獲得しよう","Earn a reward from winning in the team stadium 100 times"
"才能開花で\n10人のウマ娘を★5にしよう","Raise a horse girl to ★5 10 times"
"うまぴょい伝説を\n見よう","Watch 'Umapyoi Densetsu'"
"彩 Phantasiaを\n見よう","Watch 'Aya Phantasia'"
"Make debut!を\n見よう","Watch 'Make debut!'"
"ENDLESS DREAM!!を\n見よう","Watch 'ENDLESS DREAM!!'"
"NEXT FRONTIERを\n見よう","Watch 'NEXT FRONTIER'"
"UNLIMITED IMPACTを\n見よう","Watch 'UNLIMITED IMPACT'"
"Special Record!を\n見よう","Watch 'Special Record!'"
"はじまりのSignalを\n見よう","Watch 'Hajimari no Signal'"
"ささやかな祈りを\n見よう","Watch 'Sasayaka na Inori wo'"
"本能スピードを\n見よう","Watch 'Honnou Speed'"
"winning the soulを\n見よう","Watch 'winning the soul'"
"ユメヲカケル！を\n見よう",""
"特定の編成でユメヲカケル！を\n見よう",""
"累計フォロー数25人を達成しよう","Achieve a cumulative total of 25 followers"
"累計フォロー数50人を達成しよう","Achieve a cumulative total of 50 followers"
"累計フォロワー数100人を達成しよう","Achieve a cumulative total of 100 followers"
"累計フォロワー数200人を達成しよう","Achieve a cumulative total of 200 followers"
"代表ウマ娘を他のトレーナーに\n育成で100回使ってもらおう","Have other trainers use your horse girl in training 100 times"
"累積100万マニーためよう","Earn a cumulative 1 million total money"
"累積1000万マニーためよう","Earn a cumulative 10 million total money"
"クレーンゲームでぬいぐるみを\n10個以上獲得してクリアしよう","Win 10 or more stuffed toys in the Crane Game"
"ストーリーを\n100種類閲覧しよう","Read 100 stories"
"メインストーリー第1章を\nすべて見よう","Read all of Main Story's chapter 1"
"かけがえのない絆を\n感じるひとときを過ごそう","Spend a moment to feel an irreplaceable bond"
"スペシャルウィークの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Special Week's story"
"スペシャルウィークのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Special Week"
"スペシャルウィークのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Special Week"
"スペシャルウィークのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Special Week"
"サイレンススズカの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Silence Suzuka's story"
"サイレンススズカのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Silence Suzuka"
"サイレンススズカのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Silence Suzuka"
"サイレンススズカのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Silence Suzuka"
"トウカイテイオーの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Tokai Teio's story"
"トウカイテイオーのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Tokai Teio"
"トウカイテイオーのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Tokai Teio"
"トウカイテイオーのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Tokai Teio"
"マルゼンスキーの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Maruzensky's story"
"マルゼンスキーのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Maruzensky"
"マルゼンスキーのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Maruzensky"
"マルゼンスキーのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Maruzensky"
"オグリキャップの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Oguri Cap's story"
"オグリキャップのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Oguri Cap"
"オグリキャップのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Oguri Cap"
"オグリキャップのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Oguri Cap"
"ゴールドシップの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Gold Ship's story"
"ゴールドシップのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Gold Ship"
"ゴールドシップのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Gold Ship"
"ゴールドシップのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Gold Ship"
"ウオッカの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Vodka's story"
"ウオッカのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Vodka"
"ウオッカのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Vodka"
"ウオッカのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Vodka"
"ダイワスカーレットの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Daiwa Scarlet's story"
"ダイワスカーレットのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Daiwa Scarlet"
"ダイワスカーレットのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Daiwa Scarlet"
"ダイワスカーレットのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Daiwa Scarlet"
"タイキシャトルの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Taiki Shuttle's story"
"タイキシャトルのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Taiki Shuttle"
"タイキシャトルのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Taiki Shuttle"
"タイキシャトルのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Taiki Shuttle"
"グラスワンダーの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Grass Wonder's story"
"グラスワンダーのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Grass Wonder"
"グラスワンダーのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Grass Wonder"
"グラスワンダーのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Grass Wonder"
"メジロマックイーンの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Mejiro McQueen's story"
"メジロマックイーンのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Mejiro McQueen"
"メジロマックイーンのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Mejiro McQueen"
"メジロマックイーンのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Mejiro McQueen"
"エルコンドルパサーの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of El Condor Pasa's story"
"エルコンドルパサーのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for El Condor Pasa"
"エルコンドルパサーのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for El Condor Pasa"
"エルコンドルパサーのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for El Condor Pasa"
"テイエムオペラオーの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of T.M. Opera O's story"
"テイエムオペラオーのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for T.M. Opera O"
"テイエムオペラオーのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for T.M. Opera O"
"テイエムオペラオーのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for T.M. Opera O"
"シンボリルドルフの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Symboli Rudolf's story"
"シンボリルドルフのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Symboli Rudolf"
"シンボリルドルフのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Symboli Rudolf"
"シンボリルドルフのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Symboli Rudolf"
"エアグルーヴの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Air Groove's story"
"エアグルーヴのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Air Groove"
"エアグルーヴのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Air Groove"
"エアグルーヴのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Air Groove"
"マヤノトップガンの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Mayano Top Gun's story"
"マヤノトップガンのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Mayano Top Gun"
"マヤノトップガンのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Mayano Top Gun"
"マヤノトップガンのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Mayano Top Gun"
"メジロライアンの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Mejiro Ryan's story"
"メジロライアンのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Mejiro Ryan"
"メジロライアンのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Mejiro Ryan"
"メジロライアンのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Mejiro Ryan"
"ライスシャワーの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Rice Shower's story"
"ライスシャワーのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Rice Shower"
"ライスシャワーのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Rice Shower"
"ライスシャワーのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Rice Shower"
"アグネスタキオンの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Agnes Tachyon's story"
"アグネスタキオンのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Agnes Tachyon"
"アグネスタキオンのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Agnes Tachyon"
"アグネスタキオンのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Agnes Tachyon"
"ウイニングチケットの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Winning Ticket's story"
"ウイニングチケットのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Winning Ticket"
"ウイニングチケットのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Winning Ticket"
"ウイニングチケットのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Winning Ticket"
"サクラバクシンオーの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Sakura Bakushin O's story"
"サクラバクシンオーのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Sakura Bakushin O"
"サクラバクシンオーのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Sakura Bakushin O"
"サクラバクシンオーのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Sakura Bakushin O"
"スーパークリークの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Super Creek's story"
"スーパークリークのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Super Creek"
"スーパークリークのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Super Creek"
"スーパークリークのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Super Creek"
"ハルウララの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Haru Urara's story"
"ハルウララのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Haru Urara"
"ハルウララのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Haru Urara"
"ハルウララのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Haru Urara"
"マチカネフクキタルの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Machikanefukukita's story"
"マチカネフクキタルのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Machikanefukukita"
"マチカネフクキタルのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Machikanefukukita"
"マチカネフクキタルのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Machikanefukukita"
"ナイスネイチャの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Nice Nature's story"
"ナイスネイチャのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Nice Nature"
"ナイスネイチャのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Nice Nature"
"ナイスネイチャのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Nice Nature"
"キングヘイローの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of King Halo's story"
"キングヘイローのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for King Halo"
"キングヘイローのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for King Halo"
"キングヘイローのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for King Halo"
"ミホノブルボンの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Mihono Bourbon's story"
"ミホノブルボンのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Mihono Bourbon"
"ミホノブルボンのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Mihono Bourbon"
"ミホノブルボンのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Mihono Bourbon"
"ビワハヤヒデの\nウマ娘ストーリー第4話を見よう","Read chapter 4 of Biwa Hayahide's story"
"ビワハヤヒデのファン数を\n累計1000万人獲得しよう","Reach 10 million total fans for Biwa Hayahide"
"ビワハヤヒデのファン数を\n累計5000万人獲得しよう","Reach 50 million total fans for Biwa Hayahide"
"ビワハヤヒデのファン数を\n累計1億人獲得しよう","Reach 100 million total fans for Biwa Hayahide"
"「サクラバクシンオーのバクシン！お悩み相談！」を視聴しよう","Watch 'Sakura Bakushin O's Bakushin! Troubleshooting'"
